"","spScName"
"5871","Clariallabes longicauda"
"5872","Clarias albopunctatus"
"5873","Clarias anguillaris"
"5874","Clarias jaensis"
"5875","Clarias longior"
"5876","Clarias maclareni"
"5877","Clarias macromystax"
"5878","Clarias pachynema"
"5879","Clarotes laticeps"
"5880","Cleidion gabonicum"
"5881","Cleistanthus bipindensis"
"5882","Cleistanthus libericus"
"5883","Cleistanthus zenkeri"
"5884","Cleistopholis staudtii"
"5885","Cleopatra bulimoides"
"5886","Clerodendrum anomalum"
"5887","Clitaetra clathrata"
"5888","Clutia kamerunica"
"5889","Clypeobarbus pleuropholis"
"5890","Cnemaspis alantika"
"5891","Cnemaspis dilepis"
"5892","Cnemaspis koehleri"
"5893","Cnemaspis spinicollis"
"5894","Cnestis macrophylla"
"5895","Coelatura lobensis"
"5896","Coelocaryon sphaerocarpum"
"5897","Coffea anthonyi"
"5898","Coffea arabica"
"5899","Coffea bakossii"
"5900","Coffea brevipes"
"5901","Coffea charrieriana"
"5902","Coffea congensis"
"5903","Coffea ebracteolata"
"5904","Coffea fotsoana"
"5905","Coffea heterocalyx"
"5906","Coffea leonimontana"
"5907","Coffea magnistipula"
"5908","Coffea mannii"
"5909","Coffea mapiana"
"5910","Coffea montekupensis"
"5911","Cola altissima"
"5912","Cola argentea"
"5913","Cola cauliflora"
"5914","Cola cecidiifolia"
"5915","Cola chlamydantha"
"5916","Cola ficifolia"
"5917","Cola flaviflora"
"5918","Cola flavovelutina"
"5919","Cola gigantea"
"5920","Cola gigantea var. gigantea"
"5921","Cola griseiflora"
"5922","Cola hypochrysea"
"5923","Cola lepidota"
"5924","Cola letouzeyana"
"5925","Cola mahoundensis"
"5926","Cola mamboana"
"5927","Cola marsupium"
"5928","Cola megalophylla"
"5929","Cola metallica"
"5930","Cola nigerica"
"5931","Cola nitida"
"5932","Cola pachycarpa"
"5933","Cola praeacuta"
"5934","Cola rostrata"
"5935","Cola semecarpophylla"
"5936","Cola suboppositifolia"
"5937","Cola zemagoana"
"5938","Coleochloa domensis"
"5939","Colobus guereza"
"5940","Colobus guereza ssp. occidentalis"
"5941","Colobus satanas"
"5942","Colobus satanas ssp. anthracinus"
"5943","Coloconger cadenati"
"5944","Colotis protomedia"
"5945","Columba albinucha"
"5946","Combretum adenogonium"
"5947","Combretum echirense"
"5948","Combretum exellii"
"5949","Combretum glutinosum"
"5950","Commelina zenkeri"
"5951","Commiphora pedunculata"
"5952","Conocephalus maculatus"
"5953","Conraua crassipes"
"5954","Conraua goliath"
"5955","Conraua robusta"
"5956","Conyza clarenceana"
"5957","Copaifera mildbraedii"
"5958","Copaifera religiosa"
"5959","Copera rufipes"
"5960","Copris complexus"
"5961","Coptodon camerunensis"
"5962","Coptodon dageti"
"5963","Coptodon kottae"
"5964","Coptodon zillii"
"5965","Coracias abyssinicus"
"5966","Coracias cyanogaster"
"5967","Corbicula fluminalis"
"5968","Corcyrogobius lubbocki"
"5969","Cordia dewevrei"
"5970","Cordia myxa"
"5971","Cordia platythyrsa"
"5972","Cordia senegalensis"
"5973","Cordia stenoloba"
"5974","Cordyla pinnata"
"5975","Corymborkis minima"
"5976","Corynanthe pachyceras"
"5977","Cossypha albicapillus"
"5978","Cossypha cyanocampter"
"5979","Cossyphicula roberti"
"5980","Costus kupensis"
"5981","Craibia atlantica"
"5982","Craibia laurentii"
"5983","Crassocephalum bauchiense"
"5984","Crassocephalum bougheyanum"
"5985","Crassocephalum gracile"
"5986","Crateranthus cameroonensis"
"5987","Crateranthus letestui"
"5988","Crateranthus talbotii"
"5989","Craterispermum capitatum"
"5990","Craterispermum caudatum"
"5991","Craterispermum cerinanthum"
"5992","Craterosiphon montanum"
"5993","Craterostigma yaundense"
"5994","Crenigomphus renei"
"5995","Crinifer piscator"
"5996","Criniger ndussumensis"
"5997","Crinum biflorum"
"5998","Crinum glaucum"
"5999","Crinum natans"
"6000","Crinum nubicum"
"6001","Crinum ornatum"
"6002","Crithagra canicapilla"
"6003","Crithagra leucopygia"
"6004","Crocidura attila"
"6005","Crocidura batesi"
"6006","Crocidura crenata"
"6007","Crocidura crossei"
"6008","Crocidura denti"
"6009","Crocidura dolichura"
"6010","Crocidura eisentrauti"
"6011","Crocidura goliath"
"6012","Crocidura grassei"
"6013","Crocidura hildegardeae"
"6014","Crocidura lamottei"
"6015","Crocidura littoralis"
"6016","Crocidura manengubae"
"6017","Crocidura nigeriae"
"6018","Crocidura picea"
"6019","Crocidura poensis"
"6020","Crocidura viaria"
"6021","Crocidura virgata"
"6022","Crocidura yankariensis"
"6023","Cromeria nilotica"
"6024","Cromeria occidentalis"
"6025","Crossandra obanensis"
"6026","Crossandrella dusenii"
"6027","Crossarchus platycephalus"
"6028","Crotalaria chrysochlora"
"6029","Crotalaria ledermannii"
"6030","Crotalaria mentiens"
"6031","Crotaphatrema bornmuelleri"
"6032","Crotaphatrema lamottei"
"6033","Crotaphatrema tchabalmbaboensis"
"6034","Crotaphopeltis degeni"
"6035","Crotaphopeltis hippocrepis"
"6036","Crotaphopeltis hotamboeia"
"6037","Croton aubrevillei"
"6038","Croton dispar"
"6039","Crotonogyne giorgii"
"6040","Crotonogyne impedita"
"6041","Crotonogyne manniana"
"6042","Crotonogyne strigosa"
"6043","Crotonogyne zenkeri"
"6044","Crudia bibundina"
"6045","Crudia harmsiana"
"6046","Crudia harmsiana var. velutina"
"6047","Crudia klainei"
"6048","Crudia letouzeyi"
"6049","Cryptosepalum korupense"
"6050","Cryptosepalum staudtii"
"6051","Ctenopoma kingsleyae"
"6052","Ctenopoma maculatum"
"6053","Ctenopoma petherici"
"6054","Culcasia bosii"
"6055","Culcasia dinklagei"
"6056","Culcasia lanceolata"
"6057","Culcasia panduriformis"
"6058","Culcasia sanagensis"
"6059","Culcasia sapinii"
"6060","Culcasia scandens"
"6061","Culcasia striolata"
"6062","Culcasia tenuifolia"
"6063","Curruca cantillans"
"6064","Curruca curruca"
"6065","Cussonia arborea"
"6066","Cuviera acutiflora"
"6067","Cuviera calycosa"
"6068","Cuviera talbotii"
"6069","Cyanomitra oritis"
"6070","Cyanothemis simpsoni"
"6071","Cyathula fernando-poensis"
"6072","Cyclanorbis elegans"
"6073","Cyclanorbis senegalensis"
"6074","Cyclantheropsis occidentalis"
"6075","Cyclothone pseudoacclinidens"
"6076","Cylicodiscus gabunensis"
"6077","Cylicomorpha solmsii"
"6078","Cymothoe consanguis"
"6079","Cymothoe eris"
"6080","Cymothoe haynae"
"6081","Cymothoe weymeri"
"6082","Cymothoe zenkeri"
"6083","Cynisca schaeferi"
"6084","Cynoglossus monodi"
"6085","Cynometra hankei"
"6086","Cynorkis gabonensis"
"6087","Cyperus acuticarinatus"
"6088","Cyperus brasiliensis"
"6089","Cyperus cataractarum"
"6090","Cyperus cyperoides"
"6091","Cyperus dichrostachyus"
"6092","Cyperus difformis"
"6093","Cyperus glaucophyllus"
"6094","Cyperus imbricatus"
"6095","Cyperus iria"
"6096","Cyperus kernii"
"6097","Cyperus koyaliensis"
"6098","Cyperus maculatus"
"6099","Cyperus maderaspatanus"
"6100","Cyperus microcristatus"
"6101","Cyperus prieurianus"
"6102","Cyperus procerus"
"6103","Cyperus pseudopilosus"
"6104","Cyperus pustulatus"
"6105","Cyperus rheophyticus"
"6106","Cyperus rubidomontanus"
"6107","Cyperus schimperianus"
"6108","Cyperus sesquiflorus"
"6109","Cyperus tenuis"
"6110","Cyperus tuberosus"
"6111","Cyphomyrus macrops"
"6112","Cyphostemma camerounense"
"6113","Cyrenoida dupontia"
"6114","Cyrtorchis henriquesiana"
"6115","Cyrtorchis letouzeyi"
"6116","Dacryodes buettneri"
"6117","Dacryodes igaganga"
"6118","Dacryodes klaineana"
"6119","Dactyladenia cinerea"
"6120","Dactyladenia johnstonei"
"6121","Dactyladenia lehmbachii"
"6122","Dactyladenia letestui"
"6123","Dactyladenia mannii"
"6124","Dactyladenia staudtii"
"6125","Dagetichthys lakdoensis"
"6126","Dalatias licha"
"6127","Dalbergia afzeliana"
"6128","Dalbergia albiflora"
"6129","Dalbergia grandibracteata"
"6130","Dalbergia heudelotii"
"6131","Dalbergia lactea"
"6132","Dalbergia louisii"
"6133","Dalbergia nervosa"
"6134","Dalbergia oligophylla"
"6135","Dalbergia rufa"
"6136","Dalbergia semiapplanata"
"6137","Dalbergia stenopetala"
"6138","Dalbergia xylocarpa"
"6139","Dalophis cephalopeltis"
"6140","Damaliscus lunatus ssp. korrigum"
"6141","Daniellia glandulosa"
"6142","Daniellia oblonga"
"6143","Daniellia ogea"
"6144","Daniellia oliveri"
"6145","Daniellia pynaertii"
"6146","Daniellia soyauxii"
"6147","Dasyatis marmorata"
"6148","Dasylepis racemosa"
"6149","Dasypeltis fasciata"
"6150","Dasypeltis gansi"
"6151","Dasypeltis sahelensis"
"6152","Decapterus macarellus"
"6153","Deinbollia angustifolia"
"6154","Deinbollia dasybotrys"
"6155","Deinbollia insignis"
"6156","Deinbollia laurentii"
"6157","Deinbollia macrantha"
"6158","Deinbollia macroura"
"6159","Deinbollia maxima"
"6160","Deinbollia mezilii"
"6161","Deinbollia saligna"
"6162","Deinbollia unijuga"
"6163","Dendrohyrax dorsalis"
"6164","Dendrolycus elapoides"
"6165","Dendromus messorius"
"6166","Dendromus oreas"
"6167","Dendropicos elachus"
"6168","Dendropicos johnstoni"
"6169","Dendropicos lugubris"
"6170","Dendropicos obsoletus"
"6171","Dendropicos poecilolaemus"
"6172","Dendropicos pyrrhogaster"
"6173","Denticeps clupeoides"
"6174","Deomys ferrugineus"
"6175","Deschampsia mildbraedii"
"6176","Desmocaris trispinosa"
"6177","Desmodilliscus braueri"
"6178","Desplatsia chrysochlamys"
"6179","Desplatsia dewevrei"
"6180","Detarium macrocarpum"
"6181","Detarium microcarpum"
"6182","Deudorix dinomenes"
"6183","Dialium bipindense"
"6184","Dialium latifolium"
"6185","Dialium polyanthum"
"6186","Diaphananthe ceriflora"
"6187","Diaphananthe dorotheae"
"6188","Diaphananthe gabonensis"
"6189","Diaphananthe lanceolata"
"6190","Diaphananthe sanfordiana"
"6191","Diaphananthe sarcorhynchoides"
"6192","Diaphananthe spiralis"
"6193","Diaphananthe trigonopetala"
"6194","Diastatomma tricolor"
"6195","Diceros bicornis ssp. longipes"
"6196","Dichapetalum korupinum"
"6197","Dichapetalum letouzeyi"
"6198","Dichapetalum oliganthum"
"6199","Dichapetalum potamophilum"
"6200","Dichapetalum reticulatum"
"6201","Dichapetalum witianum"
"6202","Dichondra micrantha"
"6203","Dicliptera alternans"
"6204","Dicliptera elliotii"
"6205","Dicliptera silvestris"
"6206","Dicraeanthus africanus"
"6207","Dicraeanthus zehnderi"
"6208","Dicranolepis persei"
"6209","Dicranolepis polygaloides"
"6210","Dicranolepis vestita"
"6211","Dicrurus atripennis"
"6212","Dictyophleba setosa"
"6213","Didelotia afzelii"
"6214","Didelotia brevipaniculata"
"6215","Didelotia idae"
"6216","Didelotia korupensis"
"6217","Didelotia letouzeyi"
"6218","Didelotia unifoliolata"
"6219","Didynamipus sjostedti"
"6220","Dielsantha galeopsoides"
"6221","Digitaria adamaouensis"
"6222","Digitaria nuda"
"6223","Diodon hystrix"
"6224","Diogoa retivenia"
"6225","Dioscorea burkilliana"
"6226","Dioscorea claessensii"
"6227","Dioscorea gribinguiensis"
"6228","Dioscorea pynaertii"
"6229","Dioscorea sagittifolia"
"6230","Dioscorea schimperiana"
"6231","Dioscorea semperflorens"
"6232","Diospyros alboflavescens"
"6233","Diospyros barteri"
"6234","Diospyros crassiflora"
"6235","Diospyros gabunensis"
"6236","Diospyros gilletii"
"6237","Diospyros gracilescens"
"6238","Diospyros kamerunensis"
"6239","Diospyros korupensis"
"6240","Diospyros kupensis"
"6241","Diospyros longiflora"
"6242","Diospyros melocarpa"
"6243","Diospyros monbuttensis"
"6244","Diospyros obliquifolia"
"6245","Diospyros onanae"
"6246","Diospyros physocalycina"
"6247","Diospyros platanoides"
"6248","Diospyros preussii"
"6249","Diospyros sanza-minika"
"6250","Diospyros soyauxii"
"6251","Diospyros suaveolens"
"6252","Diplospinus multistriatus"
"6253","Dipsacus narcisseanus"
"6254","Dipsadoboa duchesnii"
"6255","Dipsadoboa underwoodi"
"6256","Dipsadoboa unicolor"
"6257","Dipsadoboa viridis"
"6258","Dipsadoboa weileri"
"6259","Dischistocalyx champluvieranus"
"6260","Dischistocalyx hirsutus"
"6261","Dischistocalyx rivularis"
"6262","Discoclaoxylon hexandrum"
"6263","Discopodium penninervium"
"6264","Disperis aphylla"
"6265","Disperis kamerunensis"
"6266","Disperis mildbraedii"
"6267","Disperis nitida"
"6268","Dispholidus typus"
"6269","Dissotis bambutorum"
"6270","Dissotis bamendae"
"6271","Dissotis longisetosa"
"6272","Distemonanthus benthamianus"
"6273","Distichodus affinis"
"6274","Distichodus engycephalus"
"6275","Distichodus hypostomatus"
"6276","Distichodus kolleri"
"6277","Distichodus maculatus"
"6278","Distichodus notospilus"
"6279","Distichodus rostratus"
"6280","Distylodon sonkeanum"
"6281","Dixeia doxo"
"6282","Dolichopteroides binocularis"
"6283","Dolichos reptans"
"6284","Dolichos schweinfurthii"
"6285","Dombeya ledermannii"
"6286","Dopatrium baoulense"
"6287","Dopatrium junceum"
"6288","Dopatrium longidens"
"6289","Dopatrium macranthum"
"6290","Dopatrium senegalense"
"6291","Dorstenia astyanactis"
"6292","Dorstenia prorepens"
"6293","Doumea gracila"
"6294","Doumea sanaga"
"6295","Doumea thysi"
"6296","Doumea typica"
"6297","Dovyalis cameroonensis"
"6298","Dovyalis zenkeri"
"6299","Dracaena bueana"
"6300","Dracaena cerasifera"
"6301","Dracaena kupensis"
"6302","Dracaena viridiflora"
"6303","Draculo shango"
"6304","Drymocichla incana"
"6305","Drypetes aframensis"
"6306","Drypetes calvescens"
"6307","Drypetes gilgiana"
"6308","Drypetes laciniata"
"6309","Drypetes leonensis"
"6310","Drypetes magnistipula"
"6311","Drypetes moliwensis"
"6312","Drypetes molundana"
"6313","Drypetes polyantha"
"6314","Drypetes preussii"
"6315","Drypetes spinosodentata"
"6316","Drypetes staudtii"
"6317","Drypetes tessmanniana"
"6318","Duguetia barteri"
"6319","Duguetia confinis"
"6320","Duguetia dilabens"
"6321","Duguetia staudtii"
"6322","Dyaphorophyia blissetti"
"6323","Dyaphorophyia tonsa"
"6324","Dysomma brevirostre"
"6325","Ebomegobius goodi"
"6326","Echelus myrus"
"6327","Echinochloa callopus"
"6328","Echinochloa crus-pavonis"
"6329","Echinochloa obtusiflora"
"6330","Echis romani"
"6331","Eggelingia gabonensis"
"6332","Egretta gularis"
"6333","Elaeodendron kamerunense"
"6334","Elaphoglossum hybridum"
"6335","Elapsoidea laticincta"
"6336","Elatine ambigua"
"6337","Elattoneura acuta"
"6338","Elattoneura balli"
"6339","Elattoneura lindleyi"
"6340","Elattoneura mayombensis"
"6341","Elattoneura nigra"
"6342","Elattoneura pruinosa"
"6343","Elattoneura vittata"
"6344","Eleocharis brainii"
"6345","Eleocharis complanata"
"6346","Eleocharis decoriglumis"
"6347","Eleusine africana"
"6348","Eleuthemis buettikoferi"
"6349","Elminia albiventris"
"6350","Elminia nigromitrata"
"6351","Elops senegalensis"
"6352","Elytrophorus spicatus"
"6353","Embelia mildbraedii"
"6354","Emberiza affinis"
"6355","Emberiza goslingi"
"6356","Emberiza hortulana"
"6357","Emilia abyssinica"
"6358","Empogona talbotii"
"6359","Enchelycore nigricans"
"6360","Englerodendron graciliflorum"
"6361","Englerodendron korupense"
"6362","Englerodendron leptorrhachis"
"6363","Englerophytum libenii"
"6364","Englerophytum oblanceolatum"
"6365","Englerophytum paludosum"
"6366","Enoplometopus antillensis"
"6367","Enoplometopus callistus"
"6368","Entada africana"
"6369","Entandrophragma congoense"
"6370","Enteromius ablabes"
"6371","Enteromius aboinensis"
"6372","Enteromius anema"
"6373","Enteromius aspilus"
"6374","Enteromius baudoni"
"6375","Enteromius bourdariei"
"6376","Enteromius brazzai"
"6377","Enteromius callipterus"
"6378","Enteromius camptacanthus"
"6379","Enteromius chlorotaenia"
"6380","Enteromius guirali"
"6381","Enteromius jae"
"6382","Enteromius leonensis"
"6383","Enteromius macinensis"
"6384","Enteromius macrops"
"6385","Enteromius nigeriensis"
"6386","Enteromius nounensis"
"6387","Enteromius parajae"
"6388","Enteromius perince"
"6389","Enteromius punctitaeniatus"
"6390","Enteromius rubrostigma"
"6391","Enteromius stigmatopygus"
"6392","Enteromius sublineatus"
"6393","Enteromius taeniurus"
"6394","Enteromius tegulifer"
"6395","Enteromius thysi"
"6396","Enteromius yeiensis"
"6397","Enteromius zalbiensis"
"6398","Entomacrodus cadenati"
"6399","Enydra fluctuans"
"6400","Ephippus goreensis"
"6401","Epiplatys bifasciatus"
"6402","Epiplatys esekanus"
"6403","Epiplatys grahami"
"6404","Epiplatys infrafasciatus"
"6405","Epiplatys multifasciatus"
"6406","Epiplatys neumanni"
"6407","Epiplatys sangmelinensis"
"6408","Epiplatys sexfasciatus"
"6409","Epiplatys spilargyreius"
"6410","Epiplatys zenkeri"
"6411","Epistemma decurrens"
"6412","Epistemma rupestre"
"6413","Epixerus ebii"
"6414","Eragrostis barteri"
"6415","Eragrostis camerunensis"
"6416","Eragrostis raynaliana"
"6417","Eremomela canescens"
"6418","Eremomela pusilla"
"6419","Eremospatha barendii"
"6420","Eremospatha hookeri"
"6421","Eremospatha laurentii"
"6422","Eremospatha macrocarpa"
"6423","Eremospatha quinquecostulata"
"6424","Eremospatha tessmanniana"
"6425","Eriocaulon afzelianum"
"6426","Eriocaulon albocapitatum"
"6427","Eriocaulon angustibracteum"
"6428","Eriocaulon asteroides"
"6429","Eriocaulon bamendae"
"6430","Eriocaulon bongense"
"6431","Eriocaulon elegantulum"
"6432","Eriocaulon fulvum"
"6433","Eriocaulon mamfeense"
"6434","Eriocaulon meiklei"
"6435","Eriocaulon parvulum"
"6436","Eriocaulon stipantepalum"
"6437","Eriocaulon zambesiense"
"6438","Eriocoelum kerstingii"
"6439","Eriocoelum oblongum"
"6440","Eriosema adamaouense"
"6441","Eriosema letouzeyi"
"6442","Eriosema montanum"
"6443","Eriosema raynaliorum"
"6444","Eriosema scioanum"
"6445","Eriosema spicatum"
"6446","Eriosema spicatum subsp. spicatum"
"6447","Erismadelphus exsul"
"6448","Erpetoichthys calabaricus"
"6449","Erythrina senegalensis"
"6450","Erythrocebus patas"
"6451","Erythrocebus patas ssp. patas"
"6452","Erythrococca atrovirens"
"6453","Erythrophleum ivorense"
"6454","Erythrophleum suaveolens"
"6455","Erythroxylum mannii"
"6456","Eryx muelleri"
"6457","Estrilda coerulescens"
"6458","Estrilda nonnula"
"6459","Estrilda troglodytes"
"6460","Etia nguti"
"6461","Etmopterus spinax"
"6462","Euadenia eminens"
"6463","Euchilichthys dybowskii"
"6464","Eudorcas rufifrons"
"6465","Eugenia fernandopoana"
"6466","Eugenia gilgii"
"6467","Eugenia kameruniana"
"6468","Eugnathichthys macroterolepis"
"6469","Euleptorhamphus velox"
"6470","Eumachia obanensis"
"6471","Euodice cantans"
"6472","Euoticus pallidus"
"6473","Euoticus pallidus ssp. talboti"
"6474","Euphaedra piriformis"
"6475","Euphaedra simplex"
"6476","Euphaedra splendens"
"6477","Euphaedra themis"
"6478","Euphorbia desmondii"
"6479","Euphorbia letestui"
"6480","Euplectes franciscanus"
"6481","Eurillas ansorgei"
"6482","Euriphene obani"
"6483","Eurypetalum tessmannii"
"6484","Eurypetalum unijugum"
"6485","Euryrhynchina puteola"
"6486","Euschistospiza dybowskii"
"6487","Eustomias dendriticus"
"6488","Evermannella balbo"
"6489","Evermannella melanoderma"
"6490","Falco alopex"
"6491","Falco cherrug"
"6492","Favia fragum"
"6493","Feresa attenuata"
"6494","Feylinia grandisquamis"
"6495","Ficus abutilifolia"
"6496","Ficus adolphi-friderici"
"6497","Ficus amadiensis"
"6498","Ficus barteri"
"6499","Ficus burretiana"
"6500","Ficus cyathistipula subsp. pringsheimiana"
"6501","Ficus ingens"
"6502","Ficus louisii"
"6503","Ficus ottoniifolia"
"6504","Ficus platyphylla"
"6505","Ficus populifolia"
"6506","Ficus sagittifolia"
"6507","Ficus saussureana"
"6508","Ficus tesselata"
"6509","Ficus trichopoda"
"6510","Floscopa africana"
"6511","Floscopa confusa"
"6512","Floscopa mannii"
"6513","Fontitrygon garouaensis"
"6514","Fontitrygon ukpam"
"6515","Fraseria olivascens"
"6516","Fraseria tessmanni"
"6517","Fukomys foxi"
"6518","Fundulopanchax amieti"
"6519","Fundulopanchax cinnamomeus"
"6520","Fundulopanchax fallax"
"6521","Fundulopanchax gardneri"
"6522","Fundulopanchax gardneri ssp. lacustris"
"6523","Fundulopanchax gardneri ssp. mamfensis"
"6524","Fundulopanchax gardneri ssp. nigerianus"
"6525","Fundulopanchax gresensi"
"6526","Fundulopanchax intermittens"
"6527","Fundulopanchax kamdemi"
"6528","Fundulopanchax marmoratus"
"6529","Fundulopanchax mirabilis"
"6530","Fundulopanchax moensis"
"6531","Fundulopanchax ndianus"
"6532","Fundulopanchax puerzli"
"6533","Fundulopanchax robertsoni"
"6534","Fundulopanchax rubrolabialis"
"6535","Fundulopanchax sjostedti"
"6536","Fundulopanchax traudeae"
"6537","Funisciurus anerythrus"
"6538","Funisciurus isabella"
"6539","Funisciurus lemniscatus"
"6540","Funisciurus leucogenys"
"6541","Gabbiella depressa"
"6542","Galagoides thomasi"
"6543","Galago senegalensis"
"6544","Galatea paradoxa"
"6545","Galatea schwabi"
"6546","Galerida cristata"
"6547","Galerida modesta"
"6548","Gallinago gallinago"
"6549","Gambeya albida"
"6550","Gambeya beguei"
"6551","Gambeya gigantea"
"6552","Gambeya lacourtiana"
"6553","Gambeya perpulchra"
"6554","Garcinia brevipedicellata"
"6555","Garcinia kola"
"6556","Garcinia lucida"
"6557","Garcinia quadrifaria"
"6558","Garcinia staudtii"
"6559","Gardenia epiphytica"
"6560","Garra allostoma"
"6561","Garra dembeensis"
"6562","Garra lancrenonensis"
"6563","Garra ornata"
"6564","Gastrodia africana"
"6565","Gastropholis echinata"
"6566","Genetta cristata"
"6567","Genetta servalina"
"6568","Genetta thierryi"
"6569","Genyorchis macrantha"
"6570","Geokichla camaronensis"
"6571","Geokichla crossleyi"
"6572","Geokichla princei"
"6573","Geotrypetes seraphini"
"6574","Gephyroglanis habereri"
"6575","Gerbilliscus kempi"
"6576","Geritola goodii"
"6577","Gilbertiodendron brachystegioides"
"6578","Gilbertiodendron demonstrans"
"6579","Gilbertiodendron ebo"
"6580","Gilbertiodendron grandiflorum"
"6581","Gilbertiodendron klainei"
"6582","Gilbertiodendron newberyi"
"6583","Gilbertiodendron ogoouense"
"6584","Gilbertiodendron pachyanthum"
"6585","Gilbertiodendron preussii"
"6586","Gilbertiodendron quadrifolium"
"6587","Gilbertiodendron scutatum"
"6588","Gilbertiodendron sulfureum"
"6589","Gilbertiodendron unijugum"
"6590","Gilbertiodendron zenkeri"
"6591","Gilletiodendron mildbraedii"
"6592","Gilletiodendron pierreanum"
"6593","Giraffa camelopardalis ssp. antiquorum"
"6594","Glaucidium castaneum"
"6595","Glaucidium sjostedti"
"6596","Glaucidium tephronotum"
"6597","Glauconycteris alboguttata"
"6598","Glauconycteris curryae"
"6599","Glauconycteris egeria"
"6600","Glauconycteris gleni"
"6601","Glauconycteris poensis"
"6602","Globulostylis leniochlamys"
"6603","Gloriosa superba"
"6604","Glossanodon polli"
"6605","Glossocalyx longicuspis"
"6606","Glossostigma diandrum"
"6607","Gluema ivorensis"
"6608","Gluema korupensis"
"6609","Gnaphalium polycaulon"
"6610","Gnetum buchholzianum"
"6611","Gnidia bambutana"
"6612","Gobiocichla ethelwynnae"
"6613","Gobionellus occidentalis"
"6614","Gomphidia gamblesi"
"6615","Gonionotophis grantii"
"6616","Gorilla gorilla ssp. diehli"
"6617","Gorogobius nigricinctus"
"6618","Grafisia torquata"
"6619","Grammonus longhursti"
"6620","Graphiurus christyi"
"6621","Graphiurus crassicaudatus"
"6622","Graphiurus lorraineus"
"6623","Graphiurus nagtglasii"
"6624","Graphiurus surdus"
"6625","Greenwayodendron glabrum"
"6626","Grossera major"
"6627","Grossera paniculata"
"6628","Guaduella humilis"
"6629","Guibourtia demeusei"
"6630","Guibourtia ehie"
"6631","Guibourtia pellegriniana"
"6632","Guibourtia tessmannii"
"6633","Gymnallabes typus"
"6634","Gymnanthemum auriculiferum"
"6635","Gymnanthemum coloratum"
"6636","Gymnobucco bonapartei"
"6637","Gymnopleurus bicolor"
"6638","Gymnoris dentata"
"6639","Gymnosiphon bekensis"
"6640","Gynacantha africana"
"6641","Gynacantha bullata"
"6642","Gynacantha cylindrata"
"6643","Gynacantha nigeriensis"
"6644","Gynacantha pupillata"
"6645","Gynacantha victoriae"
"6646","Gyps rueppelli"
"6647","Habenaria alinae"
"6648","Habenaria armatissima"
"6649","Habenaria batesii"
"6650","Habenaria bosseriana"
"6651","Habenaria egregia"
"6652","Habenaria linguiformis"
"6653","Habenaria maitlandii"
"6654","Habenaria microceras"
"6655","Habenaria nigrescens"
"6656","Habenaria obovata"
"6657","Habenaria phantasma"
"6658","Habenaria stenochila"
"6659","Habenaria thomana"
"6660","Hadrothemis infesta"
"6661","Hadrothemis versuta"
"6662","Halleorchis aspidogynoides"
"6663","Hamilcoa zenkeri"
"6664","Haplormosia monophylla"
"6665","Hapsidophrys smaragdinus"
"6666","Heckeldora ledermannii"
"6667","Heckeldora zenkeri"
"6668","Hedydipna platura"
"6669","Heimyscus fumosus"
"6670","Heliaeschna cynthiae"
"6671","Heliaeschna sembe"
"6672","Helichrysum biafranum"
"6673","Helichrysum cameroonense"
"6674","Helichrysum mannii"
"6675","Helicolenus dactylopterus"
"6676","Helictotrichon mannii"
"6677","Heliobolus nitidus"
"6678","Heliosciurus rufobrachium"
"6679","Helixanthera periclymenoides"
"6680","Hemandradenia mannii"
"6681","Hemidactylus albituberculatus"
"6682","Hemidactylus ansorgii"
"6683","Hemidactylus coalescens"
"6684","Hemidactylus echinus"
"6685","Hemidactylus eniangii"
"6686","Hemidactylus fasciatus"
"6687","Hemidactylus makolowodei"
"6688","Hemidactylus muriceus"
"6689","Hemidactylus pseudomuriceus"
"6690","Hemidactylus richardsonii"
"6691","Hemigrammocharax ocellicauda"
"6692","Hemigrammopetersius pulcher"
"6693","Hemitheconyx caudicinctus"
"6694","Hepsetus lineata"
"6695","Hepsetus odoe"
"6696","Herderia truncata"
"6697","Herpele multiplicata"
"6698","Herpele squalostoma"
"6699","Herpestes naso"
"6700","Hetaeria heterosepala"
"6701","Heterobranchus bidorsalis"
"6702","Heterobranchus isopterus"
"6703","Heterochromis multidens"
"6704","Heteropsis perspicua"
"6705","Heteroteuthis dispar"
"6706","Heterotis niloticus"
"6707","Hevea brasiliensis"
"6708","Hewitsonia beryllina"
"6709","Hexalobus bussei"
"6710","Hexalobus salicifolius"
"6711","Hibiscus grewioides"
"6712","Hippolais olivetorum"
"6713","Hippolais polyglotta"
"6714","Hippopotamyrus castor"
"6715","Hippopotamyrus pictus"
"6716","Hipposideros abae"
"6717","Hipposideros beatus"
"6718","Hipposideros camerunensis"
"6719","Hipposideros curtus"
"6720","Hipposideros cyclops"
"6721","Hipposideros fuliginosus"
"6722","Hirundo aethiopica"
"6723","Hirundo leucosoma"
"6724","Hirundo lucida"
"6725","Holacanthus africanus"
"6726","Homalium hypolasium"
"6727","Homalium ogoouense"
"6728","Hoplestigma klaineanum"
"6729","Hoplestigma pierreanum"
"6730","Horatosphaga crosskeyi"
"6731","Horizocerus hartlaubi"
"6732","Howella atlantica"
"6733","Hugonia batesii"
"6734","Hugonia gabunensis"
"6735","Hugonia macrophylla"
"6736","Hugonia micans"
"6737","Hugonia planchonii"
