"","spScName"
"2015","Myrophis plumbeus"
"2016","Mystriophis crosnieri"
"2017","Mystriophis rostellatus"
"2018","Mytilopsis africana"
"2019","Naja nigricollis"
"2020","Naja senegalensis"
"2021","Najas marina"
"2022","Nandinia binotata"
"2023","Nannobrachium isaacsi"
"2024","Nannocharax fasciatus"
"2025","Nannocharax occidentalis"
"2026","Nannocharax seyboldi"
"2027","Nanonycteris veldkampii"
"2028","Nansenia atlantica"
"2029","Nansenia megalopa"
"2030","Nansenia pelagica"
"2031","Napoleonaea beninensis"
"2032","Napoleonaea imperialis"
"2033","Natriciteres fuliginoides"
"2034","Nauclea diderrichii"
"2035","Nauclea gilletii"
"2036","Nauclea latifolia"
"2037","Naucrates ductor"
"2038","Nealotus tripes"
"2039","Necrosyrtes monachus"
"2040","Negaprion brevirostris"
"2041","Nelsonia canescens"
"2042","Nematogobius brachynemus"
"2043","Nematogobius maindroni"
"2044","Nemichthys curvirostris"
"2045","Nemichthys scolopaceus"
"2046","Neoceratias spinifer"
"2047","Neochelon falcipinnis"
"2048","Neocossyphus poensis"
"2049","Neodythemis klingi"
"2050","Neoharriotta pinnata"
"2051","Neolebias ansorgii"
"2052","Neolebias axelrodi"
"2053","Neolebias unifasciatus"
"2054","Neonesthes capensis"
"2055","Neophron percnopterus"
"2056","Neoromicia capensis"
"2057","Neoromicia guineensis"
"2058","Neoromicia nana"
"2059","Neoromicia rendalli"
"2060","Neoromicia somalica"
"2061","Neoromicia tenuipinnis"
"2062","Neorossia caroli"
"2063","Neoscopelus microchir"
"2064","Neostenanthera myristicifolia"
"2065","Neotis denhami"
"2066","Nepheronia argia"
"2067","Nepheronia thalassina"
"2068","Nephila constricta"
"2069","Nephila turneri"
"2070","Nephilingis cruentata"
"2071","Nephrolepis undulata"
"2072","Nephropsis atlantica"
"2073","Neptidopsis ophione"
"2074","Neptis serena"
"2075","Neptis serena ssp. serena"
"2076","Neptis trigonophora"
"2077","Neptunia oleracea"
"2078","Nerita senegalensis"
"2079","Nesciothemis pujoli"
"2080","Nesiarchus nasutus"
"2081","Nesocharis capistrata"
"2082","Nesogordonia kabingaensis"
"2083","Nesogordonia papaverifera"
"2084","Nessorhamphus danae"
"2085","Netrobalane canopus"
"2086","Nettapus auritus"
"2087","Nettastoma melanurum"
"2088","Nezumia aequalis"
"2089","Nezumia duodecim"
"2090","Nezumia micronychodon"
"2091","Nicator chloris"
"2092","Nicholsina collettei"
"2093","Nigrita bicolor"
"2094","Nigrita canicapillus"
"2095","Nigrita fusconotus"
"2096","Nigrita luteifrons"
"2097","Nilaus afer"
"2098","Normichthys operosus"
"2099","Noronhia nilotica"
"2100","Notolychnus valdiviae"
"2101","Numenius arquata"
"2102","Numenius phaeopus"
"2103","Numida meleagris"
"2104","Nycteris arge"
"2105","Nycteris gambiensis"
"2106","Nycteris grandis"
"2107","Nycteris hispida"
"2108","Nycteris macrotis"
"2109","Nycteris thebaica"
"2110","Nycticeinops schlieffeni"
"2111","Nycticorax nycticorax"
"2112","Nymphaea heudelotii"
"2113","Nymphaea lotus"
"2114","Nymphaea micrantha"
"2115","Oblada melanura"
"2116","Oceanites oceanicus"
"2117","Ochna afzelii"
"2118","Ochna membranacea"
"2119","Ochna multiflora"
"2120","Ochna schweinfurthiana"
"2121","Octolobus spectabilis"
"2122","Odontomacrurus murrayi"
"2123","Odontostomias masticopogon"
"2124","Odontostomias micropogon"
"2125","Odontostomops normalops"
"2126","Oena capensis"
"2127","Oenanthe albifrons"
"2128","Oenanthe familiaris"
"2129","Oenanthe heuglinii"
"2130","Oenanthe oenanthe"
"2131","Oldenlandia capensis"
"2132","Olpogastra lugubris"
"2133","Ommastrephes bartramii"
"2134","Omosudis lowii"
"2135","Omphalocarpum procerum"
"2136","Oncoba spinosa"
"2137","Oncocalamus wrightianus"
"2138","Oneirodes carlsbergi"
"2139","Oneirodes eschrichtii"
"2140","Onthophagus juvencus"
"2141","Onychognathus fulgidus"
"2142","Onychoprion anaethetus"
"2143","Onychoprion fuscatus"
"2144","Ophichthus ophis"
"2145","Ophidion barbatum"
"2146","Ophidion lozanoi"
"2147","Ophioblennius atlanticus"
"2148","Ophisurus serpens"
"2149","Opisthoproctus grimaldii"
"2150","Opisthoproctus soleatus"
"2151","Opisthoteuthis calypso"
"2152","Opisthoteuthis grimaldii"
"2153","Opisthoteuthis massyae"
"2154","Orcinus orca"
"2155","Oreochromis niloticus"
"2156","Oriolus auratus"
"2157","Oriolus brachyrynchus"
"2158","Oriolus nigripennis"
"2159","Oriolus oriolus"
"2160","Ormocarpum verrucosum"
"2161","Ornithoteuthis antillarum"
"2162","Orthetrum abbotti"
"2163","Orthetrum africanum"
"2164","Orthetrum angustiventre"
"2165","Orthetrum austeni"
"2166","Orthetrum brachiale"
"2167","Orthetrum chrysostigma"
"2168","Orthetrum guineense"
"2169","Orthetrum hintzi"
"2170","Orthetrum julia"
"2171","Orthetrum monardi"
"2172","Orthetrum stemmale"
"2173","Ortygospiza atricollis"
"2174","Ortyxelos meiffrenii"
"2175","Orycteropus afer"
"2176","Oryza barthii"
"2177","Oryza glaberrima"
"2178","Oryza longistaminata"
"2179","Oryza punctata"
"2180","Oryza schweinfurthiana"
"2181","Osteolaemus tetraspis"
"2182","Ottelia ulvifolia"
"2183","Otus scops"
"2184","Otus senegalensis"
"2185","Ourebia ourebi"
"2186","Oxyanthus formosus"
"2187","Oxyanthus racemosus"
"2188","Oxyanthus speciosus"
"2189","Oxyanthus subpunctatus"
"2190","Oxyanthus unilocularis"
"2191","Oxynotus centrina"
"2192","Oxyporhamphus similis"
"2193","Oxythemis phoenicosceles"
"2194","Ozoroa insignis"
"2195","Pachycara crossacanthum"
"2196","Pachycoccyx audeberti"
"2197","Pachymelania aurita"
"2198","Pachymelania byronensis"
"2199","Pachymelania fusca"
"2200","Pagellus bellottii"
"2201","Pagrus africanus"
"2202","Pagrus auriga"
"2203","Pagrus caeruleostictus"
"2204","Palpopleura deceptor"
"2205","Palpopleura lucia"
"2206","Palpopleura portia"
"2207","Panaspis togoensis"
"2208","Pancovia bijuga"
"2209","Pancovia turbinata"
"2210","Pandanus candelabrum"
"2211","Pandion haliaetus"
"2212","Panicum anabaptistum"
"2213","Panicum comorense"
"2214","Panicum fluviicola"
"2215","Panicum humile"
"2216","Panicum laetum"
"2217","Panicum repens"
"2218","Panicum subalbidum"
"2219","Pantala flavescens"
"2220","Panthera leo"
"2221","Panthera leo West Africa subpopulation"
"2222","Panthera pardus"
"2223","Pantodon buchholzi"
"2224","Pan troglodytes"
"2225","Pan troglodytes ssp. verus"
"2226","Panturichthys longus"
"2227","Panulirus regius"
"2228","Papilio antimachus"
"2229","Papio anubis"
"2230","Parablennius dialloi"
"2231","Paracaristius maderensis"
"2232","Parachanna africana"
"2233","Parachanna obscura"
"2234","Paraconger notialis"
"2235","Paradeudorix eleala"
"2236","Paragaleus pectoralis"
"2237","Paragallinula angulata"
"2238","Paragomphus genei"
"2239","Paragomphus nigroviridis"
"2240","Paragomphus serrulatus"
"2241","Parailia pellucida"
"2242","Parakuhlia macrophthalmus"
"2243","Parapristipoma humile"
"2244","Parapristipoma octolineatum"
"2245","Parasudis fraserbrunneri"
"2246","Paratheria prostrata"
"2247","Parauchenoglanis monkei"
"2248","Parazyxomma flavicans"
"2249","Pareutropius buffei"
"2250","Parexocoetus hillianus"
"2251","Parinari congensis"
"2252","Parinari curatellifolia"
"2253","Parkia bicolor"
"2254","Parkia biglobosa"
"2255","Parnara monasi"
"2256","Parochetus communis"
"2257","Paroncheilus affinis"
"2258","Paspalidium geminatum"
"2259","Paspalum scrobiculatum"
"2260","Paspalum vaginatum"
"2261","Passer griseus"
"2262","Pauridiantha hirtella"
"2263","Pavetta corymbosa"
"2264","Pavetta crassipes"
"2265","Pavetta gardeniifolia"
"2266","Pedaria criberrima"
"2267","Pedaria estellae"
"2268","Pegusa lascaris"
"2269","Pelecanus onocrotalus"
"2270","Pelecanus rufescens"
"2271","Peliperdix albogularis"
"2272","Pellonula leonensis"
"2273","Pellonula vorax"
"2274","Pelmatolapia mariae"
"2275","Pelopidas mathias"
"2276","Pelopidas thrax"
"2277","Pelusios niger"
"2278","Pelvicachromis pulcher"
"2279","Pelvicachromis taeniatus"
"2280","Penopus microphthalmus"
"2281","Pentacheles validus"
"2282","Pentaclethra macrophylla"
"2283","Pentadesma butyracea"
"2284","Pentanemus quinquarius"
"2285","Pentheroscion mbizi"
"2286","Pentila picena"
"2287","Pentodon pentandrus"
"2288","Peponocephala electra"
"2289","Pergularia daemia"
"2290","Pericopsis laxiflora"
"2291","Periophthalmus barbarus"
"2292","Peristedion cataphractum"
"2293","Pernis apivorus"
"2294","Perodicticus potto"
"2295","Perodicticus potto ssp. juju"
"2296","Persicaria lanigera"
"2297","Persicaria limbata"
"2298","Persicaria pulchra"
"2299","Persicaria salicifolia"
"2300","Perulibatrachus elminensis"
"2301","Petrocephalus bane"
"2302","Petrocephalus bovei"
"2303","Petrocephalus pallidomaculatus"
"2304","Petrocephalus soudanensis"
"2305","Petrochelidon preussi"
"2306","Phacochoerus africanus"
"2307","Phaeoptyx pigmentaria"
"2308","Phaethon aethereus"
"2309","Phaethon lepturus"
"2310","Phago loricatus"
"2311","Phalacrocorax carbo"
"2312","Phalanta eurytis"
"2313","Phalanta eurytis ssp. eurytis"
"2314","Phalanta phalantha"
"2315","Phalanta phalantha ssp. aethiopica"
"2316","Phaon camerunensis"
"2317","Phaon iridipennis"
"2318","Phataginus tricuspis"
"2319","Phaulopsis angolana"
"2320","Philantomba maxwellii"
"2321","Philothamnus irregularis"
"2322","Philothamnus semivariegatus"
"2323","Phoeniculus purpureus"
"2324","Phoenicurus phoenicurus"
"2325","Phoenix reclinata"
"2326","Pholidornis rushiae"
"2327","Photocorynus spiniceps"
"2328","Photonectes leucospilus"
"2329","Photonectes margarita"
"2330","Photonectes mirabilis"
"2331","Photonectes parvimanus"
"2332","Photostomias atrox"
"2333","Photostomias goodyeari"
"2334","Photostomias guernei"
"2335","Photostylus pycnopterus"
"2336","Phractolaemus ansorgii"
"2337","Phragmites australis"
"2338","Phragmites karka"
"2339","Phragmites vallatorius"
"2340","Phrynobatrachus francisci"
"2341","Phrynobatrachus gutturosus"
"2342","Phrynobatrachus latifrons"
"2343","Phrynobatrachus natalensis"
"2344","Phrynomantis microps"
"2345","Phtheirichthys lineatus"
"2346","Phyllanthus reticulatus"
"2347","Phyllanthus rubiginosus"
"2348","Phyllastrephus albigularis"
"2349","Phyllastrephus baumanni"
"2350","Phyllomacromia hervei"
"2351","Phyllomacromia pseudafricana"
"2352","Phylloscopus bonelli"
"2353","Phylloscopus collybita"
"2354","Phylloscopus sibilatrix"
"2355","Phylloscopus trochilus"
"2356","Physa marmorata"
"2357","Physeter macrocephalus"
"2358","Physiculus cyanostrophus"
"2359","Physiculus dalwigki"
"2360","Physiculus huloti"
"2361","Pierreodendron kerstingii"
"2362","Pinacopteryx eriphia"
"2363","Pinarocorys erythropygia"
"2364","Piper guineense"
"2365","Pipistrellus inexspectatus"
"2366","Pipistrellus nanulus"
"2367","Pipistrellus rusticus"
"2368","Piptadeniastrum africanum"
"2369","Pisidium pirothi"
"2370","Pisodonophis semicinctus"
"2371","Pistia stratiotes"
"2372","Pittosporum viridiflorum"
"2373","Platylesches moritili"
"2374","Platylesches picanini"
"2375","Platysteira cyanea"
"2376","Platytroctes apus"
"2377","Plectorhinchus macrolepis"
"2378","Plectorhinchus mediterraneus"
"2379","Plectropterus gambensis"
"2380","Plegadis falcinellus"
"2381","Pleiocarpa pycnantha"
"2382","Pleurolobus salicifolius"
"2383","Plocepasser superciliosus"
"2384","Ploceus aurantius"
"2385","Ploceus brachypterus"
"2386","Ploceus castaneofuscus"
"2387","Ploceus cucullatus"
"2388","Ploceus heuglini"
"2389","Ploceus luteolus"
"2390","Ploceus melanocephalus"
"2391","Ploceus pelzelni"
"2392","Ploceus superciliosus"
"2393","Ploceus tricolor"
"2394","Ploceus vitellinus"
"2395","Pluchea ovalis"
"2396","Pluvialis squatarola"
"2397","Pluvianus aegyptius"
"2398","Podica senegalensis"
"2399","Pogoniulus bilineatus"
"2400","Pogoniulus chrysoconus"
"2401","Pogoniulus scolopaceus"
"2402","Pogoniulus subsulphureus"
"2403","Pogonornis bidentatus"
"2404","Pogonornis dubius"
"2405","Poicephalus senegalus"
"2406","Polemaetus bellicosus"
"2407","Pollichthys mauli"
"2408","Pollimyrus adspersus"
"2409","Pollimyrus isidori"
"2410","Polyboroides typus"
"2411","Polycarpaea tenuifolia"
"2412","Polycarpon prostratum"
"2413","Polycentropsis abbreviata"
"2414","Polycheles perarmatus"
"2415","Polycheles typhlops"
"2416","Polydactylus quadrifilis"
"2417","Polymetme thaeocoryla"
"2418","Polypterus endlicherii"
"2419","Polypterus senegalus"
"2420","Polyscias fulva"
"2421","Polysphaeria arbuscula"
"2422","Polystachya modesta"
"2423","Pomadasys incisus"
"2424","Pomadasys jubelini"
"2425","Pomadasys perotaei"
"2426","Pomadasys rogerii"
"2427","Pontinus accraensis"
"2428","Porites astreoides"
"2429","Porites porites"
"2430","Porogadus miles"
"2431","Porogobius schlegelii"
"2432","Poromitra megalops"
"2433","Poropanchax luxophthalmus"
"2434","Porphyrio alleni"
"2435","Portulaca oleracea"
"2436","Potadoma freethi"
"2437","Potadoma moerchi"
"2438","Potamalpheops monodi"
"2439","Potamochoerus porcus"
"2440","Potamopyrgus ciliatus"
"2441","Pouchetia africana"
"2442","Pouteria alnifolia"
"2443","Praomys daltoni"
"2444","Praomys derooi"
"2445","Praomys tullbergi"
"2446","Precis antilope"
"2447","Precis ceryne"
"2448","Precis octavia"
"2449","Premna angolensis"
"2450","Premna hispida"
"2451","Premna quadrifolia"
"2452","Priacanthus arenatus"
"2453","Prinia erythroptera"
"2454","Prinia subflava"
"2455","Prionace glauca"
"2456","Prionops caniceps"
"2457","Prionops plumatus"
"2458","Pristis pectinata"
"2459","Pristis pectinata Eastern Atlantic subpopulation"
"2460","Pristis pristis"
"2461","Pristis pristis Eastern Atlantic subpopulation"
"2462","Procavia capensis"
"2463","Procolobus verus"
"2464","Prodotiscus insignis"
"2465","Prognathodes marcellae"
"2466","Prognichthys gibbifrons"
"2467","Promethichthys prometheus"
"2468","Prosopis africana"
"2469","Prosymna greigerti"
"2470","Protea madiensis"
"2471","Protogoniomorpha anacardii"
"2472","Protogoniomorpha parhassus"
"2473","Protopterus annectens"
"2474","Protopterus annectens ssp. annectens"
"2475","Protoxerus stangeri"
"2476","Psalidoprocne obscura"
"2477","Psammophis elegans"
"2478","Psammophis lineatus"
"2479","Psammophis phillipsi"
"2480","Psammophis praeornatus"
"2481","Psenes arafurensis"
"2482","Psenes cyanophrys"
"2483","Psenes pellucidus"
"2484","Psettodes belcheri"
"2485","Pseudacraea boisduvalii"
"2486","Pseudacraea eurytus"
"2487","Pseudacraea lucretia"
"2488","Pseudagrion aguessei"
"2489","Pseudagrion camerunense"
"2490","Pseudagrion epiphonematicum"
"2491","Pseudagrion glaucescens"
"2492","Pseudagrion glaucum"
"2493","Pseudagrion hamoni"
"2494","Pseudagrion hemicolon"
"2495","Pseudagrion kersteni"
"2496","Pseudagrion melanicterum"
"2497","Pseudagrion nubicum"
"2498","Pseudagrion sjoestedti"
"2499","Pseudagrion sublacteum"
"2500","Pseudhirundo griseopyga"
"2501","Pseudocaranx dentex"
"2502","Pseudocarcharias kamoharai"
"2503","Pseudocedrela kotschyi"
"2504","Pseudomyrophis atlanticus"
"2505","Pseudonacaduba sichela"
"2506","Pseudonacaduba sichela ssp. sichela"
"2507","Pseudorca crassidens"
"2508","Pseudorhynchus pungens"
"2509","Pseudoscopelus altipinnis"
"2510","Pseudoscopelus scriptus"
"2511","Pseudotolithus elongatus"
"2512","Pseudotolithus epipercus"
"2513","Pseudotolithus moorii"
"2514","Pseudotolithus senegalensis"
"2515","Pseudotolithus senegallus"
"2516","Pseudotolithus typus"
"2517","Pseudovigna argentea"
"2518","Pseudupeneus prayensis"
"2519","Psidium guajava"
"2520","Psorospermum alternifolium"
"2521","Psorospermum corymbiferum"
"2522","Psorospermum febrifugum"
"2523","Psychotria peduncularis"
"2524","Psychotria psychotrioides"
"2525","Psychotria vogeliana"
"2526","Psychrolutes inermis"
"2527","Psydrax parviflora"
"2528","Psydrax schimperianus"
"2529","Pternistis ahantensis"
"2530","Pternistis bicalcaratus"
"2531","Pterocarpus erinaceus"
"2532","Pterocarpus santalinoides"
"2533","Pterocles exustus"
"2534","Pterocles quadricinctus"
"2535","Pteroplatytrygon violacea"
"2536","Pteroscion peli"
"2537","Pterothrissus belloci"
"2538","Pterycombus brama"
"2539","Ptilopachus petrosus"
"2540","Ptilopsis leucotis"
"2541","Ptilostomus afer"
"2542","Ptychadena aequiplicata"
"2543","Ptychadena bibroni"
"2544","Ptychadena oxyrhynchus"
"2545","Ptychadena pumilio"
"2546","Ptychadena schillukorum"
"2547","Ptychadena tellinii"
"2548","Ptychadena tournieri"
"2549","Ptychadena trinodis"
"2550","Ptyodactylus ragazzii"
"2551","Ptyonoprogne rufigula"
"2552","Pycnanthus angolensis"
"2553","Pycnonotus barbatus"
"2554","Pycreus mortonii"
"2555","Pycreus nuerensis"
"2556","Pyrenestes ostrinus"
"2557","Pyrrhurus scandens"
"2558","Python regius"
"2559","Python sebae"
"2560","Pytilia hypogrammica"
"2561","Pytilia melba"
"2562","Pytilia phoenicoptera"
"2563","Pyxicephalus edulis"
"2564","Quelea erythrops"
"2565","Quelea quelea"
"2566","Rachycentron canadum"
"2567","Radiicephalus elongatus"
"2568","Radix natalensis"
"2569","Raiamas senegalensis"
"2570","Raja parva"
"2571","Raja straeleni"
"2572","Raja undulata"
"2573","Rajella barnardi"
"2574","Rajella dissimilis"
"2575","Rajella leoparda"
"2576","Ranzania laevis"
"2577","Raphia hookeri"
"2578","Raphia sudanica"
"2579","Raphia vinifera"
"2580","Rauvolfia caffra"
"2581","Rauvolfia vomitoria"
"2582","Recurvirostra avosetta"
"2583","Redunca redunca"
"2584","Regalecus glesne"
"2585","Remora australis"
"2586","Remora osteochir"
"2587","Remora remora"
"2588","Rhabdalestes septentrionalis"
"2589","Rhamphicarpa fistulosa"
"2590","Rhamphiophis oxyrhynchus"
"2591","Rhaphiostylis beninensis"
"2592","Rhinacanthus virens"
"2593","Rhincodon typus"
"2594","Rhinobatos albomaculatus"
"2595","Rhinobatos irvinei"
"2596","Rhinobatos rhinobatos"
"2597","Rhinolophus fumigatus"
"2598","Rhinolophus landeri"
"2599","Rhinopoma microphyllum"
"2600","Rhinopomastus aterrimus"
"2601","Rhinoptera marginata"
"2602","Rhinoptilus chalcopterus"
"2603","Rhizophora mangle"
"2604","Rhizophora racemosa"
"2605","Rhizoprionodon acutus"
"2606","Rhynchactis macrothrix"
"2607","Rhynchobatus luebberti"
"2608","Rhynchohyalus natalensis"
"2609","Rhynchosia minima"
"2610","Rhynchospora candida"
"2611","Rhynchospora corymbosa"
"2612","Rhynchospora eximia"
"2613","Rhynchospora gracillima"
"2614","Rhynchospora holoschoenoides"
"2615","Rhynchospora triflora"
"2616","Rhyothemis fenestrina"
"2617","Rhyothemis notata"
"2618","Rhyothemis semihyalina"
"2619","Rhytachne rottboellioides"
"2620","Rhytachne triaristata"
"2621","Ricinodendron heudelotii"
"2622","Riparia paludicola"
"2623","Riparia riparia"
"2624","Ritchiea capparoides"
"2625","Rondeletia loricata"
"2626","Rondeletiola minor"
"2627","Rostratula benghalensis"
"2628","Rostroraja alba"
"2629","Rotala elatinoides"
"2630","Rotala mexicana"
"2631","Rotala stagnina"
"2632","Rotala tenella"
"2633","Rotala welwitschii"
"2634","Rothmannia longiflora"
"2635","Rothmannia urcelliformis"
"2636","Rothmannia whitfieldii"
"2637","Rottboellia afraurita"
"2638","Rouleina attrita"
"2639","Rourea thomsonii"
"2640","Rutidea nigerica"
"2641","Ruvettus pretiosus"
"2642","Rynchops flavirostris"
"2643","Rypticus saponaceus"
"2644","Rypticus subbifrenatus"
"2645","Rytigynia senegalensis"
"2646","Saccharum spontaneum"
"2647","Sacciolepis africana"
"2648","Sacciolepis chevalieri"
"2649","Sacciolepis ciliocincta"
"2650","Sacciolepis cymbiandra"
"2651","Sacciolepis indica"
"2652","Sacciolepis micrococca"
"2653","Sacciolepis typhura"
"2654","Sagamichthys schnakenbecki"
"2655","Sagittarius serpentarius"
"2656","Salpornis salvadori"
"2657","Salvinia nymphellula"
"2658","Sapho ciliata"
"2659","Sarangesa phidyle"
"2660","Sarda sarda"
"2661","Sardinella aurita"
"2662","Sardinella maderensis"
"2663","Sardinella rouxi"
"2664","Sargocentron hastatum"
"2665","Sarkidiornis melanotos"
"2666","Sarotherodon galilaeus"
"2667","Sarotherodon galilaeus ssp. galilaeus"
"2668","Sarotherodon melanotheron"
"2669","Sarotherodon tournieri"
"2670","Sarothrura boehmi"
"2671","Sarothrura pulchra"
"2672","Saurida brasiliensis"
"2673","Saurida parri"
"2674","Sauvagesia erecta"
"2675","Saxicola rubetra"
"2676","Scaevola plumieri"
"2677","Scaphiophis albopunctatus"
"2678","Scarus hoefleri"
"2679","Schilbe intermedius"
"2680","Schilbe micropogon"
"2681","Schilbe mystus"
"2682","Schizachyrium brevifolium"
"2683","Schizoculina africana"
"2684","Schizoculina fissipara"
"2685","Schoenoplectiella juncea"
"2686","Schoenoplectiella lateriflora"
"2687","Schoenoplectiella patentiglumis"
"2688","Schoenoplectiella senegalensis"
"2689","Schoenoplectus litoralis"
"2690","Schrebera arborea"
"2691","Scleria achtenii"
"2692","Scleria boivinii"
"2693","Scleria bulbifera"
"2694","Scleria catophylla"
"2695","Scleria depressa"
"2696","Scleria foliosa"
"2697","Scleria gaertneri"
"2698","Scleria gracillima"
"2699","Scleria iostephana"
"2700","Scleria lagoensis"
"2701","Scleria lithosperma"
"2702","Scleria melanotricha"
"2703","Scleria naumanniana"
"2704","Scleria pergracilis"
"2705","Scleria pooides"
"2706","Scleria tessellata"
"2707","Scleria verrucosa"
"2708","Sclerophrys maculata"
"2709","Sclerophrys pentoni"
"2710","Sclerophrys regularis"
"2711","Scomber colias"
"2712","Scomberomorus tritor"
"2713","Scopelarchoides danae"
"2714","Scopelarchus analis"
"2715","Scopelarchus guentheri"
"2716","Scopelengys tristis"
"2717","Scopeloberyx opisthopterus"
"2718","Scopeloberyx robustus"
"2719","Scopelogadus mizolepis"
"2720","Scopelosaurus argenteus"
"2721","Scopus umbretta"
"2722","Scorpaena angolensis"
"2723","Scorpaena elongata"
"2724","Scorpaena laevis"
"2725","Scorpaena normani"
"2726","Scorpaena stephanica"
"2727","Scotoecus albofuscus"
"2728","Scotopelia bouvieri"
"2729","Scotopelia peli"
"2730","Scotophilus dinganii"
"2731","Scotophilus leucogaster"
"2732","Scotophilus nigrita"
"2733","Scotophilus viridis"
"2734","Scyliorhinus cervigoni"
"2735","Scyllarides herklotsii"
"2736","Scyllarus paradoxus"
"2737","Scyllarus subarctus"
"2738","Searsia koefoedi"
"2739","Searsia longipes"
"2740","Searsia natalensis"
"2741","Segmentorbis kanisaensis"
"2742","Selaginella goudotiana"
"2743","Selar crumenophthalmus"
"2744","Selene dorsalis"
"2745","Senegalia ataxacantha"
"2746","Senegalia dudgeonii"
"2747","Senegalia gourmaensis"
"2748","Senegalia macrostachya"
"2749","Senna obtusifolia"
"2750","Senna occidentalis"
"2751","Senna singueana"
"2752","Sepia bertheloti"
"2753","Sepia elegans"
"2754","Sepia elobyana"
"2755","Sepia hierredda"
"2756","Sepia orbignyana"
"2757","Sepiella ornata"
"2758","Sepiola knudseni"
"2759","Seriola carpenteri"
"2760","Seriola dumerili"
"2761","Seriola fasciata"
"2762","Seriola rivoliana"
"2763","Serranus accraensis"
"2764","Serranus africanus"
"2765","Serranus cabrilla"
"2766","Serranus hepatus"
"2767","Serranus heterurus"
"2768","Serrivomer beanii"
"2769","Sesbania dalzielii"
"2770","Sesbania leptocarpa"
"2771","Sesbania pachycarpa"
"2772","Sesbania rostrata"
"2773","Sesbania sericea"
"2774","Sesbania sesban"
"2775","Sesuvium portulacastrum"
"2776","Setarches guentheri"
"2777","Setaria sphacelata"
"2778","Sevenia boisduvali"
"2779","Sevenia umbrina"
"2780","Shirakiopsis elliptica"
"2781","Siderastrea radians"
"2782","Sigmops bathyphilus"
"2783","Siluranodon auritus"
"2784","Smeathmannia pubescens"
"2785","Solanum anguivi"
"2786","Solanum anomalum"
"2787","Solanum incanum"
"2788","Solea triophthalma"
"2789","Solitas gruveli"
"2790","Sorghum arundinaceum"
"2791","Sorindeia grandifolia"
"2792","Sorindeia juglandifolia"
"2793","Sousa teuszii"
"2794","Sparisoma rubripinne"
"2795","Spathandra blakeoides"
"2796","Spathandra blakeoides var. blakeoides"
"2797","Spathodea campanulata"
"2798","Spatula querquedula"
"2799","Spectrunculus grandis"
"2800","Spermacoce radiata"
"2801","Spermestes bicolor"
"2802","Spermestes cucullata"
"2803","Spermestes fringilloides"
"2804","Spermophaga haematina"
"2805","Sphaerium hartmanni"
"2806","Sphenoclea dalzielii"
"2807","Sphenoclea zeylanica"
"2808","Sphoeroides marmoratus"
"2809","Sphoeroides pachygaster"
"2810","Sphyraena afra"
"2811","Sphyraena barracuda"
"2812","Sphyraena guachancho"
"2813","Sphyraena sphyraena"
"2814","Sphyrna lewini"
"2815","Sphyrna mokarran"
"2816","Spialia dromus"
"2817","Spialia spio"
"2818","Spicara alta"
"2819","Spicara nigricauda"
"2820","Spilopelia senegalensis"
"2821","Spirodela polyrhiza"
"2822","Spondianthus preussii"
"2823","Spondyliosoma cantharus"
"2824","Sporobolus virginicus"
"2825","Sporopipes frontalis"
"2826","Squalus blainville"
"2827","Stachytarpheta indica"
"2828","Steatomys caurinus"
"2829","Steatomys cuppedius"
"2830","Steganotaenia araliacea"
"2831","Stegastes imbricatus"
"2832","Stelgidillas gracilirostris"
"2833","Stenella clymene"
"2834","Stenella coeruleoalba"
"2835","Stenella frontalis"
"2836","Steno bredanensis"
"2837","Stenotaphrum secundatum"
"2838","Stephanoaetus coronatus"
"2839","Stephanolepis hispidus"
"2840","Stercorarius pomarinus"
"2841","Sterculia setigera"
"2842","Sterculia tragacantha"
"2843","Stereomastis nana"
"2844","Stereomastis sculpta"
"2845","Stereomastis talismani"
"2846","Stereospermum kunthianum"
"2847","Sterna dougallii"
"2848","Sterna hirundo"
"2849","Sterna paradisaea"
"2850","Sternoptyx diaphana"
"2851","Sternoptyx pseudobscura"
"2852","Sternula albifrons"
"2853","Sternula balaenarum"
"2854","Sthenoteuthis pteropus"
"2855","Stiphrornis erythrothorax"
"2856","Stizorhina finschi"
"2857","Stochomys longicaudatus"
"2858","Stomias affinis"
"2859","Stomias boa"
"2860","Stomias lampropeltis"
"2861","Stomias longibarbatus"
"2862","Streptopelia decipiens"
"2863","Streptopelia roseogrisea"
"2864","Streptopelia semitorquata"
"2865","Streptopelia turtur"
"2866","Streptopelia vinacea"
"2867","Striostrea denticulata"
"2868","Strix woodfordii"
"2869","Stromateus fiatola"
"2870","Strombosia pustulata"
"2871","Strongylura senegalensis"
"2872","Strophanthus hispidus"
"2873","Strophanthus preussii"
"2874","Strychnos innocua"
"2875","Stylephorus chordatus"
"2876","Sudanonautes aubryi"
"2877","Sudanonautes monodi"
"2878","Sudis atrox"
"2879","Sudis hyalina"
"2880","Sula leucogaster"
"2881","Syacium guineensis"
"2882","Sylvia atricapilla"
"2883","Sylvia borin"
"2884","Sylvicapra grimmia"
"2885","Sylvietta brachyura"
"2886","Sylvietta virens"
"2887","Symphonia globulifera"
"2888","Symphurus ligulatus"
"2889","Symphurus nigrescens"
"2890","Symphurus normani"
"2891","Symphurus vanmelleae"
"2892","Synagrops japonicus"
