"","spScName"
"3877","Diospyros cooperi"
"3878","Diospyros gabunensis"
"3879","Diospyros kamerunensis"
"3880","Diospyros liberiensis"
"3881","Diospyros mannii"
"3882","Diospyros obliquifolia"
"3883","Diospyros piscatoria"
"3884","Diospyros sanza-minika"
"3885","Diospyros vignei"
"3886","Dipsadoboa brevirostris"
"3887","Dipsadoboa underwoodi"
"3888","Dipsadoboa unicolor"
"3889","Dipsadoboa viridis"
"3890","Discoclaoxylon hexandrum"
"3891","Djaloniella ypsilostyla"
"3892","Dorstenia astyanactis"
"3893","Doumea chappuisi"
"3894","Dracaena arborea"
"3895","Dracaena cerasifera"
"3896","Dracaena scabra"
"3897","Droogmansia chevalieri"
"3898","Droogmansia scaettaiana"
"3899","Dryotriorchis spectabilis"
"3900","Drypetes aframensis"
"3901","Drypetes afzelii"
"3902","Drypetes aubrevillei"
"3903","Drypetes ivorensis"
"3904","Drypetes laciniata"
"3905","Drypetes pellegrinii"
"3906","Drypetes singroboensis"
"3907","Duguetia staudtii"
"3908","Duparquetia orchidacea"
"3909","Dyaphorophyia concreta"
"3910","Dyaphorophyia tonsa"
"3911","Echinops guineensis"
"3912","Echinorhinus brucus"
"3913","Echiostoma barbatum"
"3914","Ehretia trachyphylla"
"3915","Elaphoglossum acrostichoides"
"3916","Elaphoglossum chevalieri"
"3917","Elattoneura girardi"
"3918","Elattoneura nigra"
"3919","Elattoneura villiersi"
"3920","Eleocharis confervoides"
"3921","Eleocharis naumanniana"
"3922","Eleocharis nupeensis"
"3923","Eleocharis retroflexa"
"3924","Eleuthemis buettikoferi"
"3925","Elminia nigromitrata"
"3926","Elymandra subulata"
"3927","Englerodendron vignei"
"3928","Enneacampus kaupi"
"3929","Entandrophragma candollei"
"3930","Entandrophragma cylindricum"
"3931","Entandrophragma utile"
"3932","Enteromius bigornei"
"3933","Enteromius eburneensis"
"3934","Enteromius guildi"
"3935","Enteromius inaequalis"
"3936","Enteromius traorei"
"3937","Enteromius trispilos"
"3938","Epiplatys chaperi"
"3939","Epiplatys chaperi ssp. sheljuzhkoi"
"3940","Epiplatys chaperi ssp. spillmanni"
"3941","Epiplatys dageti"
"3942","Epiplatys etzeli"
"3943","Epiplatys maeseni"
"3944","Epiplatys olbrechtsi"
"3945","Epiplatys olbrechtsi ssp. dauresi"
"3946","Epiplatys olbrechtsi ssp. kassiapleuensis"
"3947","Epiplatys olbrechtsi ssp. olbrechtsi"
"3948","Epitola urania"
"3949","Epixerus ebii"
"3950","Epomops buettikoferi"
"3951","Eremospatha dransfieldii"
"3952","Eremospatha hookeri"
"3953","Eresiomera bicolor"
"3954","Eriocaulon cinereum"
"3955","Eriocaulon cryptocephalum"
"3956","Eriocaulon obtriangulare"
"3957","Eriocaulon remotum"
"3958","Eriocaulon sessile"
"3959","Eriocaulon setaceum"
"3960","Eriocaulon tingilomum"
"3961","Eriocoelum pungens"
"3962","Eriosema spicatum"
"3963","Eriosema spicatum subsp. collinum"
"3964","Eriosema spicatum subsp. spicatum"
"3965","Erythrophleum ivorense"
"3966","Erythroxylum mannii"
"3967","Estrilda astrild"
"3968","Etmopterus polli"
"3969","Euadenia eminens"
"3970","Eugenia gabonensis"
"3971","Eugenia leonensis"
"3972","Eugenia pobeguinii"
"3973","Eugenia tabouensis"
"3974","Euoniticellus kawanus"
"3975","Euoniticellus nasicornis"
"3976","Euphaedra delera"
"3977","Euphaedra eupalus"
"3978","Euphaedra modesta"
"3979","Euphaedra plantroui"
"3980","Euplectes ardens"
"3981","Euptera dorothea"
"3982","Eurillas ansorgei"
"3983","Eurillas gracilis"
"3984","Euriphene lomaensis"
"3985","Eurytela hiarbas"
"3986","Eustomias aequatorialis"
"3987","Exocoetus volitans"
"3988","Fagara mezoneurospinosa"
"3989","Falcuna leonensis"
"3990","Ficus conraui"
"3991","Ficus cyathistipuloides"
"3992","Ficus lingua"
"3993","Ficus pachyneura"
"3994","Ficus saussureana"
"3995","Ficus scott-elliottii"
"3996","Floscopa aquatica"
"3997","Fraseria griseigularis"
"3998","Fraseria olivascens"
"3999","Fraseria tessmanni"
"4000","Fundulopanchax walkeri"
"4001","Funisciurus pyrropus"
"4002","Gabbiella africana"
"4003","Gaertnera cooperi"
"4004","Gaertnera longivaginalis"
"4005","Gambeya africana"
"4006","Gambeya azaguieana"
"4007","Gambeya beguei"
"4008","Gambeya gigantea"
"4009","Gambeya perpulchra"
"4010","Gambeya subnuda"
"4011","Gambeya taiensis"
"4012","Garcinia afzelii"
"4013","Garcinia quadrifaria"
"4014","Gardenia vogelii"
"4015","Garreta azureus"
"4016","Garreta nitens"
"4017","Gastropholis echinata"
"4018","Genetta bourloni"
"4019","Genetta johnstoni"
"4020","Genetta poensis"
"4021","Genlisea barthlottii"
"4022","Geokichla princei"
"4023","Geotrypetes seraphini"
"4024","Gigantactis gibbsi"
"4025","Gilbertiodendron bilineatum"
"4026","Gilbertiodendron ivorense"
"4027","Gilbertiodendron limba"
"4028","Gilbertiodendron preussii"
"4029","Gilbertiodendron robynsianum"
"4030","Gilbertiodendron splendidum"
"4031","Gilletiodendron kisantuense"
"4032","Gladiolus praecostatus"
"4033","Glareola nordmanni"
"4034","Glaucidium castaneum"
"4035","Glaucidium tephronotum"
"4036","Glauconycteris beatrix"
"4037","Glauconycteris superba"
"4038","Gluema ivorensis"
"4039","Gobius rubropunctatus"
"4040","Gonionotophis klingi"
"4041","Gorogobius nigricinctus"
"4042","Grammomys buntingi"
"4043","Grammomys kuru"
"4044","Grampus griseus"
"4045","Graphiurus crassicaudatus"
"4046","Grayia tholloni"
"4047","Greenwayodendron oliveri"
"4048","Guibourtia ehie"
"4049","Gymnobucco peli"
"4050","Gymnostemon zaizou"
"4051","Gynacantha africana"
"4052","Gynacantha bullata"
"4053","Hadrothemis camarensis"
"4054","Hadrothemis coacta"
"4055","Hadrothemis defecta"
"4056","Hadrothemis versuta"
"4057","Haematopus ostralegus"
"4058","Haematoxylum campechianum"
"4059","Halcyon badia"
"4060","Haliotis marmorata"
"4061","Haplormosia monophylla"
"4062","Hapsidophrys lineatus"
"4063","Hapsidophrys smaragdinus"
"4064","Harma theobene"
"4065","Heckeldora leonensis"
"4066","Heinsia crinita"
"4067","Heisteria parvifolia"
"4068","Heliaeschna fuliginosa"
"4069","Heliaeschna sembe"
"4070","Heliosciurus punctatus"
"4071","Hemandradenia chevalieri"
"4072","Hemandradenia mannii"
"4073","Hemidactylus pseudomuriceus"
"4074","Hepsetus occidentalis"
"4075","Heritiera utilis"
"4076","Hetaeria heterosepala"
"4077","Heteradelphia paulojaegeria"
"4078","Heteropterys leona"
"4079","Hibiscus tiliaceus"
"4080","Himantolophus macroceratoides"
"4081","Himantolophus paucifilosus"
"4082","Himantornis haematopus"
"4083","Hippolais icterina"
"4084","Hipposideros beatus"
"4085","Hipposideros fuliginosus"
"4086","Hipposideros marisae"
"4087","Histrio histrio"
"4088","Homalium africanum"
"4089","Homalium longistylum"
"4090","Homalium patoklaense"
"4091","Homalium smythei"
"4092","Horizocerus hartlaubi"
"4093","Hunteria simii"
"4094","Hybomys planifrons"
"4095","Hybomys trivirgatus"
"4096","Hydrobates pelagicus"
"4097","Hyemoschus aquaticus"
"4098","Hygrophila abyssinica"
"4099","Hylochoerus meinertzhageni"
"4100","Hylomyscus baeri"
"4101","Hylopsar cupreocauda"
"4102","Hymenaea courbaril"
"4103","Hymenostegia aubrevillei"
"4104","Hyperolius chlorosteus"
"4105","Hyperolius guttulatus"
"4106","Hyperolius igbettensis"
"4107","Hyperolius lamottei"
"4108","Hyperolius laurenti"
"4109","Hyperolius nienokouensis"
"4110","Hyperolius nimbae"
"4111","Hyperolius picturatus"
"4112","Hyperolius soror"
"4113","Hyperolius sylvaticus"
"4114","Hyperolius viridigulosus"
"4115","Hyperolius zonatus"
"4116","Hypolimnas aubergeri"
"4117","Hypolycaena nigra"
"4118","Hypolytrum cacuminum"
"4119","Ictinogomphus fraseri"
"4120","Idiurus macrotis"
"4121","Idomacromia proavita"
"4122","Illadopsis cleaveri"
"4123","Illadopsis rufipennis"
"4124","Indigofera megacephala"
"4125","Inhambanella guereensis"
"4126","Iolaus carolinae"
"4127","Iolaus laonides"
"4128","Iolaus paneperata"
"4129","Iphigenia curta"
"4130","Iphigenia laevigata"
"4131","Ipomoea alba"
"4132","Iridana nigeriana"
"4133","Irvingia gabonensis"
"4134","Irvingia robur"
"4135","Isoetes nigritiana"
"4136","Isolona campanulata"
"4137","Isolona cooperi"
"4138","Isolona dewevrei"
"4139","Ispidina lecontei"
"4140","Isurus oxyrinchus Atlantic subpopulation"
"4141","Ixonotus guttatus"
"4142","Ixora laxiflora"
"4143","Jubula lettii"
"4144","Justicia guineensis"
"4145","Justicia jamisonii"
"4146","Justicia maxima"
"4147","Kanahia laniflora"
"4148","Karima scarciesii"
"4149","Kassina arboricola"
"4150","Kassina cochranae"
"4151","Kassina lamottei"
"4152","Kassina schioetzi"
"4153","Kerivoula cuprosa"
"4154","Kerivoula phalaena"
"4155","Khaya anthotheca"
"4156","Khaya ivorensis"
"4157","Kladirostratus togoensis"
"4158","Klainedoxa gabonensis"
"4159","Kotschya carsonii"
"4160","Kotschya carsonii subsp. reflexa"
"4161","Kotschya ochreata"
"4162","Kribia kribensis"
"4163","Labeo alluaudi"
"4164","Labeobarbus bynni ssp. waldroni"
"4165","Labeobarbus parawaldroni"
"4166","Labeobarbus sacratus"
"4167","Labeobarbus wurtzi"
"4168","Laccosperma acutiflorum"
"4169","Laccosperma laeve"
"4170","Lampanyctus photonotus"
"4171","Lamprotornis iris"
"4172","Laniarius leucorhynchus"
"4173","Lanistes varicus"
"4174","Lannea welwitschii"
"4175","Larus genei"
"4176","Lasiodiscus fasciculiflorus"
"4177","Laurembergia repens"
"4178","Lemniscomys linulus"
"4179","Leocus pobeguinii"
"4180","Lepidagathis epacridea"
"4181","Lepidagathis pobeguinii"
"4182","Lepidarchus adonis"
"4183","Leplaea adenopunctata"
"4184","Leplaea cedrata"
"4185","Leplaea mangenotiana"
"4186","Leplaea thompsonii"
"4187","Leptaulus daphnoides"
"4188","Leptopelis macrotis"
"4189","Leptopelis occidentalis"
"4190","Lestes tridens"
"4191","Lestidiops affinis"
"4192","Lestinogomphus matilei"
"4193","Letheobia coecatus"
"4194","Liberiictis kuhni"
"4195","Liberonautes chaperi"
"4196","Liberonautes paludicolis"
"4197","Limnophila rugosa"
"4198","Limnophyton angolense"
"4199","Lipotriche tithonioides"
"4200","Liptena xanthostola"
"4201","Lobianchia dofleini"
"4202","Lobotos lobatus"
"4203","Loesenera kalantha"
"4204","Lophira alata"
"4205","Lovoa trichilioides"
"4206","Lycophidion laterale"
"4207","Lycophidion nigromaculatum"
"4208","Macaranga beillei"
"4209","Maclaudia felixii"
"4210","Macrobrachium raridens"
"4211","Macrobrachium thysi"
"4212","Macronycteris vittatus"
"4213","Macropodiella heteromorpha"
"4214","Macrosphenus kempi"
"4215","Maesa lanceolata"
"4216","Maesobotrya barteri var. barteri"
"4217","Magnistipula cupheiflora"
"4218","Makaira nigricans"
"4219","Malacomys cansdalei"
"4220","Malacomys edwardsi"
"4221","Malaconotus cruentus"
"4222","Malaconotus lagdeni"
"4223","Malapterurus cavalliensis"
"4224","Malapterurus punctatus"
"4225","Malimbus ballmanni"
"4226","Malimbus malimbicus"
"4227","Mallotus subulatus"
"4228","Mammea africana"
"4229","Mandingoa nitidula"
"4230","Maranthes chrysophylla"
"4231","Maranthes glabra"
"4232","Marcusenius furcidens"
"4233","Mareya micrantha"
"4234","Markhamia lutea"
"4235","Marsdenia magniflora"
"4236","Massularia acuminata"
"4237","Mastacembelus liberiensis"
"4238","Mastacembelus praensis"
"4239","Mastigogomphus chapini"
"4240","Maytenus undata"
"4241","Megalastrum lanuginosum"
"4242","Megaloglossus azagnyi"
"4243","Megaloglossus woermanni"
"4244","Mehelya poensis"
"4245","Mehelya stenopthalmus"
"4246","Melaenornis annamarulae"
"4247","Melaniparus funereus"
"4248","Melanoides manguensis"
"4249","Melanostomias macrophotus"
"4250","Melichneutes robustus"
"4251","Melignomon eisentrauti"
"4252","Memecylon lateriflorum"
"4253","Memecylon memoratum"
"4254","Memecylon occultum"
"4255","Mentodus mesalirus"
"4256","Merops breweri"
"4257","Merops gularis"
"4258","Merops mentalis"
"4259","Mesanthemum jaegeri"
"4260","Mesanthemum prescottianum"
"4261","Micralestes eburneensis"
"4262","Microcos africana"
"4263","Micropentila adelgitha"
"4264","Microphis brachyurus"
"4265","Micropotamogale lamottei"
"4266","Milicia regia"
"4267","Millettia lane-poolei"
"4268","Millettia liberica"
"4269","Millettia pallens"
"4270","Millettia rhodantha"
"4271","Millettia sanagana"
"4272","Millettia zechiana"
"4273","Mimacraea darwinia"
"4274","Mimosa pudica"
"4275","Mirafra africana"
"4276","Mischogyne elliotiana"
"4277","Mobula tarapacana"
"4278","Mobula thurstoni"
"4279","Mochlus brevicaudis"
"4280","Mochlus fernandi"
"4281","Monocymbium deightonii"
"4282","Monodora angolensis"
"4283","Monodora crispata"
"4284","Monodora undulata"
"4285","Monopetalanthus compactus"
"4286","Monticola solitarius"
"4287","Mops brachypterus"
"4288","Mops spurrelli"
"4289","Mops thersites"
"4290","Mops trevori"
"4291","Morerella cyanophthalma"
"4292","Mormyrus subundulatus"
"4293","Motacilla clara"
"4294","Mus baoulei"
"4295","Muscicapa epulata"
"4296","Mussaenda conopharyngiifolia"
"4297","Mussaenda erythrophylla"
"4298","Mus setulosus"
"4299","Mylomys dybowskii"
"4300","Myonycteris leptodon"
"4301","Myopterus daubentonii"
"4302","Myrianthus libericus"
"4303","Myriopholis albiventer"
"4304","Najas testui"
"4305","Nannobrachium lineatum"
"4306","Neafrapus cassini"
"4307","Nemum bulbostyloides"
"4308","Neolemonniera clitandrifolia"
"4309","Neonotonia wightii"
"4310","Neoromicia brunnea"
"4311","Neoschumannia kamerunensis"
"4312","Neostenanthera gabonensis"
"4313","Neostenanthera hamata"
"4314","Neotragus pygmaeus"
"4315","Neptis melicerta"
"4316","Neptis nicoteles"
"4317","Neptis quintilla"
"4318","Nereina afra"
"4319","Nesciothemis minor"
"4320","Neurogomphus carlcooki"
"4321","Newtonia duparquetiana"
"4322","Nezumia africana"
"4323","Nimbapanchax petersi"
"4324","Nimbaphrynoides occidentalis"
"4325","Noronhia africana"
"4326","Nothospondias staudtii"
"4327","Notoglanidium walkeri"
"4328","Notoscopelus caudispinosus"
"4329","Notoscopelus resplendens"
"4330","Nuxia congesta"
"4331","Nycteris intermedia"
"4332","Nycteris major"
"4333","Nycteris nana"
"4334","Nymphoides indica"
"4335","Oboronia liberiana"
"4336","Octoknema borealis"
"4337","Odaxothrissa ansorgii"
"4338","Odontobatrachus arndti"
"4339","Oeceoclades maculata"
"4340","Oenomys ornatus"
"4341","Okoubaka aubrevillei"
"4342","Olea capensis"
"4343","Omphalocarpum ahia"
"4344","Omphalocarpum elatum"
"4345","Omphalocarpum pachysteloides"
"4346","Ongokea gore"
"4347","Oniticellus pseudoplanatus"
"4348","Onitis nemoralis"
"4349","Onitis robustus"
"4350","Orthetrum kollmannspergeri"
"4351","Orthetrum latihami"
"4352","Orthetrum microstigma"
"4353","Oryza eichingeri"
"4354","Osbeckia porteresii"
"4355","Otomops martiensseni"
"4356","Otus icterorhynchus"
"4357","Oxyanthus pallidus"
"4358","Oxylides faunus"
"4359","Pachystomias microdon"
"4360","Pagellus erythrinus"
"4361","Palla violinitens"
"4362","Panaspis tristaoi"
"4363","Panda oleosa"
"4364","Panicum hymeniochilum"
"4365","Papilio cyproeofila"
"4366","Paracaristius nemorosus"
"4367","Paramacrolobium coeruleum"
"4368","Parasicydium bandama"
"4369","Paraxerus poensis"
"4370","Parmoptila rubrifrons"
"4371","Parosmodes morantii"
"4372","Pauridiantha afzelii"
"4373","Pauridiantha sylvicola"
"4374","Pauridiantha ziamaeana"
"4375","Pavetta akeassii"
"4376","Pavetta lasioclada"
"4377","Pavetta micheliana"
"4378","Pavetta owariensis"
"4379","Pavetta platycalyx"
"4380","Pedaria morettoi"
"4381","Pedaria ovata"
"4382","Peliperdix lathami"
"4383","Pellegriniodendron diphyllum"
"4384","Pericopsis elata"
"4385","Perodicticus potto ssp. potto"
"4386","Petersianthus macrocarpus"
"4387","Petrocephalus pellegrini"
"4388","Pettancylus eburnensis"
"4389","Phalaropus fulicarius"
"4390","Phaneroptera sparsa"
"4391","Phataginus tetradactyla"
"4392","Phaulopsis imbricata"
"4393","Philothamnus carinatus"
"4394","Philothamnus heterodermus"
"4395","Philothamnus heterolepidotus"
"4396","Philothamnus nitidus"
"4397","Phlyctimantis boulengeri"
"4398","Phoeniculus bollei"
"4399","Phrynobatrachus alleni"
"4400","Phrynobatrachus annulatus"
"4401","Phrynobatrachus calcaratus"
"4402","Phrynobatrachus fraterculus"
"4403","Phrynobatrachus ghanensis"
"4404","Phrynobatrachus guineensis"
"4405","Phrynobatrachus liberiensis"
"4406","Phrynobatrachus phyllophilus"
"4407","Phrynobatrachus plicatus"
"4408","Phrynobatrachus taiensis"
"4409","Phrynobatrachus tokba"
"4410","Phrynobatrachus villiersi"
"4411","Phyllanthus bancilhonae"
"4412","Phyllanthus maderaspatensis"
"4413","Phyllastrephus icterinus"
"4414","Phyllocosmus africanus"
"4415","Phyllogomphus aethiops"
"4416","Phyllogomphus occidentalis"
"4417","Phyllogomphus pseudoccidentalis"
"4418","Phyllomacromia aeneothorax"
"4419","Phyllomacromia aequatorialis"
"4420","Phyllomacromia amicorum"
"4421","Phyllomacromia girardi"
"4422","Phyllomacromia melania"
"4423","Phyllomacromia sophia"
"4424","Phymeurus nimbaensis"
"4425","Physacanthus nematosiphon"
"4426","Picathartes gymnocephalus"
"4427","Pila africana"
"4428","Piliocolobus badius"
"4429","Piliocolobus badius ssp. badius"
"4430","Piliocolobus waldroni"
"4431","Pilodeudorix catori"
"4432","Pilodeudorix leonina"
"4433","Pilodeudorix pseudoderitas"
"4434","Pipistrellus crassulus"
"4435","Piptostigma fugax"
"4436","Pitta angolensis"
"4437","Placodiscus attenuatus"
"4438","Placodiscus bancoensis"
"4439","Placodiscus boya"
"4440","Placodiscus bracteosus"
"4441","Placodiscus pseudostipularis"
"4442","Placodiscus splendidus"
"4443","Plagiosiphon emarginatus"
"4444","Plangia graminea"
"4445","Platylesches galesa"
"4446","Pleiocarpa mutica"
"4447","Plesiatropha paniculata"
"4448","Ploceus albinucha"
"4449","Ploceus preussi"
"4450","Pluvialis dominica"
"4451","Pluvialis fulva"
"4452","Poeoptera lugubris"
"4453","Pogoniulus atroflavus"
"4454","Poiana leightoni"
"4455","Poicephalus fuscicollis"
"4456","Poicephalus gulielmi"
"4457","Polemon acanthias"
"4458","Polemon barthii"
"4459","Pollimyrus eburneensis"
"4460","Polyceratocarpus parviflorus"
"4461","Polypterus bichir"
"4462","Polypterus palmas"
"4463","Polystemonanthus dinklagei"
"4464","Poropanchax rancureli"
"4465","Porpax bipunctus"
"4466","Porzana porzana"
"4467","Potadoma liberiensis"
"4468","Potadoma vogeli"
"4469","Potamogeton octandrus"
"4470","Pouteria altissima"
"4471","Pouteria pierrei"
"4472","Praomys rostratus"
"4473","Premna grandifolia"
"4474","Prodotiscus regulus"
"4475","Protomegabaria stapfiana"
"4476","Protoxerus aubinnii"
"4477","Psalidoprocne nitens"
"4478","Pseudagrion gigas"
"4479","Pseudagrion malagasoides"
"4480","Pseudathyma martini"
"4481","Pseudohaje goldii"
"4482","Pseudohaje nigra"
"4483","Psidium guineense"
"4484","Psittacus erithacus"
"4485","Psittacus timneh"
"4486","Psychotria bidentata"
"4487","Psychotria gabonica"
"4488","Psychotria limba"
"4489","Psydrax manensis"
"4490","Pteronetta hartlaubii"
"4491","Pterygota bequaertii"
"4492","Pterygota macrocarpa"
"4493","Ptychadena arnei"
"4494","Ptychadena longirostris"
"4495","Ptychadena mascareniensis"
"4496","Ptychadena pujoli"
"4497","Ptychadena stenocephala"
"4498","Ptychadena submascareniensis"
"4499","Ptychadena superciliaris"
"4500","Ptychopetalum anceps"
"4501","Puffinus puffinus"
"4502","Pyrenacantha cordicula"
"4503","Raiamas nigeriensis"
"4504","Raiamas steindachneri"
"4505","Raphia farinifera"
"4506","Raphia palma-pinus"
"4507","Rhamnophis aethiopissa"
"4508","Rhaphidura sabini"
"4509","Rhaptopetalum beguei"
"4510","Rhexipanchax schioetzi"
"4511","Rhinolophus alcyone"
"4512","Rhinolophus guineensis"
"4513","Rhinolophus simulator"
"4514","Rhinopomastus castaneiceps"
"4515","Rhodognaphalon brevicuspe"
"4516","Rhynchospora rugosa"
"4517","Rhytachne megastachya"
"4518","Rinorea angustifolia"
"4519","Rinorea aylmeri"
"4520","Rinorea longicuspis"
"4521","Rinorea welwitschii"
"4522","Rissa tridactyla"
"4523","Robynsia glabrata"
"4524","Rorippa madagascariensis"
"4525","Rothmannia hispida"
"4526","Rousettus aegyptiacus"
"4527","Ruellia primuloides"
"4528","Rungia eriostachya"
"4529","Saccolaimus peli"
"4530","Sacoglottis gabonensis"
"4531","Salacia lehmbachii"
"4532","Salacia miegei"
"4533","Santiria trimera"
"4534","Sapho bicolor"
"4535","Sapho infumosa"
"4536","Sarothrura elegans"
"4537","Saxicola torquatus"
"4538","Scaphopetalum amoenum"
"4539","Scarabaeus subaeneus"
"4540","Schilbe mandibularis"
"4541","Schistolais leontica"
"4542","Schizachyrium delicatum"
"4543","Schizocolea linderi"
"4544","Schoenoplectiella mucronata"
"4545","Schumanniophyton problematicum"
"4546","Scleria flexuosa"
"4547","Scleria melanomphala"
"4548","Scleria mikawana"
"4549","Scleria parvula"
"4550","Scleria spiciformis"
"4551","Scleria vogelii"
"4552","Sclerochiton vogelii"
"4553","Sclerocroton cornutus"
"4554","Sclerophrys danielae"
"4555","Sclerophrys superciliaris"
"4556","Sclerophrys taiensis"
"4557","Sclerophrys togoensis"
"4558","Scomber japonicus"
"4559","Scopelarchus michaelsarsi"
"4560","Scotoecus hirundo"
"4561","Scotonycteris occidentalis"
"4562","Scotonycteris ophiodon"
"4563","Scotopelia ussheri"
"4564","Scotophilus nucella"
"4565","Scotophilus nux"
"4566","Scottellia klaineana"
"4567","Scyliorhinus canicula"
"4568","Scyllarus caparti"
"4569","Scytopetalum tieghemii"
"4570","Senegalia pentagona"
"4571","Sericanthe toupetou"
"4572","Sesbania macrantha"
"4573","Sevenia occidentalium"
"4574","Sheppardia cyornithopsis"
"4575","Sheppardia polioptera"
"4576","Shirakiopsis aubrevillei"
"4577","Sicydium crenilabrum"
"4578","Sierrathrissa leonensis"
"4579","Smeathmannia laevigata"
"4580","Smithornis capensis"
"4581","Smithornis rufolateralis"
"4582","Smutsia gigantea"
"4583","Snyderidia canina"
"4584","Solanum dasyphyllum"
"4585","Solea senegalensis"
"4586","Sophora tomentosa"
"4587","Soyauxia floribunda"
"4588","Sphyrna zygaena"
"4589","Stachyothyrsus stapfiana"
"4590","Steganopus tricolor"
"4591","Stemonocoleus micranthus"
"4592","Stemonosudis gracilis"
"4593","Stenandrium buntingii"
"4594","Stenandrium guineense"
"4595","Stenella attenuata"
"4596","Stenella longirostris"
"4597","Stenogrammitis oosora"
"4598","Stercorarius parasiticus"
"4599","Sterculia oblonga"
"4600","Sterculia rhinopetala"
"4601","Strephonema pseudocola"
"4602","Strombosia pustulata var. lucida"
"4603","Strychnos chromatoxylon"
"4604","Strychnos millepunctata"
"4605","Sudanonautes granulatus"
"4606","Suncus megalura"
"4607","Suregada ivorensis"
"4608","Sylvietta denti"
"4609","Symbolophorus rufinus"
"4610","Synodontis comoensis"
"4611","Synodontis koensis"
"4612","Synodontis punctifer"
"4613","Synodontis waterloti"
"4614","Synsepalum afzelii"
"4615","Synsepalum aubrevillei"
"4616","Synsepalum cerasiferum"
"4617","Synsepalum tsounkpe"
"4618","Tabernaemontana africana"
"4619","Tabernaemontana crassa"
"4620","Tapura ivorensis"
"4621","Tarenna agnata"
"4622","Tarenna gracilis"
"4623","Tarenna nitidula"
"4624","Tarenna vignei"
"4625","Tarrietia utilis"
"4626","Tauraco macrorhynchus"
"4627","Teclea carpopunctifera"
"4628","Telacanthura melanopygia"
"4629","Telipna semirufa"
"4630","Terminalia ivorensis"
"4631","Tetrapleura chevalieri"
"4632","Tetrorchidium oppositifolium"
"4633","Thomandersia hensii"
"4634","Thomandersia laurifolia"
"4635","Thunnus obesus"
"4636","Tieghemella heckelii"
"4637","Tilapia brevimanus"
"4638","Tilapia busumana"
"4639","Tomogonus crassus"
"4640","Torenia crustacea"
"4641","Trachylaemus goffinii"
"4642","Trachylepis aureogularis"
"4643","Trachylepis buettneri"
"4644","Trachylepis paucisquamis"
"4645","Tragelaphus derbianus"
"4646","Tragelaphus derbianus ssp. derbianus"
"4647","Tramea limbata"
"4648","Tricalysia elliottii"
"4649","Tricalysia faranahensis"
"4650","Tricalysia pallens"
"4651","Tricheilostoma broadleyi"
"4652","Trichilia dregeana"
"4653","Trichilia ornithothera"
"4654","Trichiurus lepturus"
"4655","Trichoscypha arborea"
"4656","Trichoscypha baldwinii"
"4657","Trichoscypha barbata"
"4658","Trichoscypha bijuga"
"4659","Trichoscypha cavalliensis"
"4660","Trichoscypha mannii"
"4661","Trichoscypha olodiana"
"4662","Trichoscypha smythei"
"4663","Tristemma involucratum"
"4664","Trithemis africana"
"4665","Trithemis bredoi"
"4666","Trochocercus nitens"
"4667","Turnix nanus"
"4668","Turraea adjanohounii"
"4669","Turraea ghanensis"
"4670","Turraeanthus africana"
"4671","Turtur brehmeri"
"4672","Tuxentius carana"
"4673","Tylochromis intermedius"
"4674","Tylochromis jentinki"
"4675","Tylochromis leonensis"
"4676","Umma cincta"
"4677","Urera cuneata"
"4678","Utricularia benjaminiana"
"4679","Utricularia firmula"
"4680","Utricularia foliosa"
"4681","Utricularia foveolata"
"4682","Utricularia pubescens"
"4683","Utricularia spiralis"
"4684","Utricularia striatula"
"4685","Utricularia tortilis"
"4686","Uvaria afzelii"
"4687","Uvaria angolensis"
"4688","Uvaria sofa"
"4689","Uvariastrum insculptum"
"4690","Uvariastrum pierreanum"
"4691","Uvaria thomasii"
"4692","Uvariodendron calophyllum"
"4693","Uvariodendron occidentale"
"4694","Uvariopsis globiflora"
"4695","Uvariopsis guineensis"
"4696","Vanellus lugubris"
"4697","Vangueriella vanguerioides"
"4698","Veles binotatus"
"4699","Vepris laurifolia"
"4700","Vepris soyauxii"
"4701","Vepris suaveolens"
"4702","Verreauxia africana"
"4703","Vigna multinervis"
"4704","Vigna nigritia"
"4705","Vigna oblongifolia"
"4706","Vigna schimperi"
"4707","Vitellaria paradoxa"
"4708","Vitex congolensis"
"4709","Vitex micrantha"
"4710","Vitex rivularis"
"4711","Vitex thyrsiflora"
"4712","Vitta cristata"
"4713","Voacanga caudiflora"
"4714","Warneckea memecyloides"
"4715","Willemoesia forceps"
"4716","Xema sabini"
"4717","Xenus cinereus"
"4718","Xylia evansii"
"4719","Xylopia hypolampra"
"4720","Xylopia le-testui"
"4721","Xylopia quintasii"
"4722","Xylopia rubescens"
"4723","Xylopia staudtii"
"4724","Xylopia villosa"
"4725","Xyris aristata"
"4726","Xyris festucifolia"
"4727","Xyris rehmannii"
"4728","Zanthoxylum atchoum"
"4729","Zanthoxylum mezoneurispinosum"
"4730","Zanthoxylum psammophilum"
"4731","Zanthoxylum rubescens"
"4732","Zanthoxylum rubescens var. rubescens"
"4733","Zygonychidium gracile"
"4734","Zygonyx chrysobaphes"
"4735","Abudefduf luridus"
"4736","Accipiter nisus"
"4737","Agama bocourti"
"4738","Agama weidholzi"
"4739","Agriocnemis victoria"
"4740","Aldrovandia phalacra"
"4741","Alepisaurus brevirostris"
"4742","Ammannia aspera"
"4743","Amphioctopus burryi"
